,0,1,2,3,4,5,6,7,8,9,10
1335,0.14794921875,0.45263671875,0.37939453125,0.63720703125,0.14501953125,0.55224609375,0.98486328125,0.04638671875,0.37255859375,0.70849609375,0.82513598113
1336,0.64794921875,0.95263671875,0.87939453125,0.13720703125,0.64501953125,0.05224609375,0.48486328125,0.54638671875,0.87255859375,0.20849609375,0.9359421776
1337,0.89794921875,0.20263671875,0.62939453125,0.88720703125,0.89501953125,0.80224609375,0.23486328125,0.29638671875,0.12255859375,0.45849609375,0.90348061725
1338,0.39794921875,0.70263671875,0.12939453125,0.38720703125,0.39501953125,0.30224609375,0.73486328125,0.79638671875,0.62255859375,0.95849609375,0.85021560428
1339,0.27294921875,0.07763671875,0.75439453125,0.51220703125,0.77001953125,0.42724609375,0.85986328125,0.67138671875,0.49755859375,0.33349609375,0.86126134131
1340,0.77294921875,0.57763671875,0.25439453125,0.01220703125,0.27001953125,0.92724609375,0.35986328125,0.17138671875,0.99755859375,0.83349609375,0.82546158562
1341,0.52294921875,0.32763671875,0.00439453125,0.76220703125,0.02001953125,0.17724609375,0.10986328125,0.92138671875,0.24755859375,0.58349609375,0.86009432636
1342,0.02294921875,0.82763671875,0.50439453125,0.26220703125,0.52001953125,0.67724609375,0.60986328125,0.42138671875,0.74755859375,0.08349609375,0.84350492021
1343,0.03076171875,0.47607421875,0.02783203125,0.12939453125,0.49658203125,0.62255859375,0.27392578125,0.24169921875,0.05224609375,0.62255859375,0.80411931375
1344,0.53076171875,0.97607421875,0.52783203125,0.62939453125,0.99658203125,0.12255859375,0.77392578125,0.74169921875,0.55224609375,0.12255859375,0.94215053777
1345,0.78076171875,0.22607421875,0.77783203125,0.37939453125,0.74658203125,0.87255859375,0.52392578125,0.49169921875,0.30224609375,0.37255859375,0.86928703816
1346,0.28076171875,0.72607421875,0.27783203125,0.87939453125,0.24658203125,0.37255859375,0.02392578125,0.99169921875,0.80224609375,0.87255859375,0.87087465591
1347,0.40576171875,0.10107421875,0.65283203125,0.00439453125,0.62158203125,0.49755859375,0.39892578125,0.61669921875,0.17724609375,0.49755859375,0.84486638875
1348,0.90576171875,0.60107421875,0.15283203125,0.50439453125,0.12158203125,0.99755859375,0.89892578125,0.11669921875,0.67724609375,0.99755859375,0.82279666265
1349,0.65576171875,0.35107421875,0.40283203125,0.25439453125,0.37158203125,0.24755859375,0.64892578125,0.86669921875,0.42724609375,0.74755859375,0.86550920067
1350,0.15576171875,0.85107421875,0.90283203125,0.75439453125,0.87158203125,0.74755859375,0.14892578125,0.36669921875,0.92724609375,0.24755859375,0.9002498335
1351,0.21826171875,0.16357421875,0.34033203125,0.56689453125,0.93408203125,0.68505859375,0.33642578125,0.80419921875,0.23974609375,0.56005859375,0.84221393248
1352,0.71826171875,0.66357421875,0.84033203125,0.06689453125,0.43408203125,0.18505859375,0.83642578125,0.30419921875,0.73974609375,0.06005859375,0.90935655311
1353,0.96826171875,0.41357421875,0.59033203125,0.81689453125,0.18408203125,0.93505859375,0.58642578125,0.55419921875,0.48974609375,0.31005859375,0.87420768331
1354,0.46826171875,0.91357421875,0.09033203125,0.31689453125,0.68408203125,0.43505859375,0.08642578125,0.05419921875,0.98974609375,0.81005859375,0.87870844133
1355,0.34326171875,0.28857421875,0.96533203125,0.69189453125,0.05908203125,0.31005859375,0.46142578125,0.42919921875,0.11474609375,0.43505859375,0.87875632956
1356,0.84326171875,0.78857421875,0.46533203125,0.19189453125,0.55908203125,0.81005859375,0.96142578125,0.92919921875,0.61474609375,0.93505859375,0.85543796863
1357,0.59326171875,0.03857421875,0.21533203125,0.94189453125,0.80908203125,0.06005859375,0.71142578125,0.17919921875,0.36474609375,0.68505859375,0.89347588034
1358,0.09326171875,0.53857421875,0.71533203125,0.44189453125,0.30908203125,0.56005859375,0.21142578125,0.67919921875,0.86474609375,0.18505859375,0.85151074521
1359,0.12451171875,0.00732421875,0.87158203125,0.28564453125,0.21533203125,0.77880859375,0.80517578125,0.89794921875,0.77099609375,0.96630859375,0.77459731057
1360,0.62451171875,0.50732421875,0.37158203125,0.78564453125,0.71533203125,0.27880859375,0.30517578125,0.39794921875,0.27099609375,0.46630859375,0.91197130826
1361,0.87451171875,0.25732421875,0.12158203125,0.03564453125,0.96533203125,0.52880859375,0.05517578125,0.64794921875,0.52099609375,0.21630859375,0.87599387791
1362,0.37451171875,0.75732421875,0.62158203125,0.53564453125,0.46533203125,0.02880859375,0.55517578125,0.14794921875,0.02099609375,0.71630859375,0.90765191102
1363,0.49951171875,0.38232421875,0.49658203125,0.41064453125,0.84033203125,0.15380859375,0.93017578125,0.27294921875,0.89599609375,0.09130859375,0.89336723848
1364,0.99951171875,0.88232421875,0.99658203125,0.91064453125,0.34033203125,0.65380859375,0.43017578125,0.77294921875,0.39599609375,0.59130859375,0.95019770119
1365,0.74951171875,0.13232421875,0.74658203125,0.16064453125,0.09033203125,0.40380859375,0.18017578125,0.02294921875,0.64599609375,0.84130859375,0.85923228407
1366,0.24951171875,0.63232421875,0.24658203125,0.66064453125,0.59033203125,0.90380859375,0.68017578125,0.52294921875,0.14599609375,0.34130859375,0.82694382933
1367,0.18701171875,0.31982421875,0.55908203125,0.97314453125,0.65283203125,0.96630859375,0.86767578125,0.08544921875,0.95849609375,0.90380859375,0.81968476992
1368,0.68701171875,0.81982421875,0.05908203125,0.47314453125,0.15283203125,0.46630859375,0.36767578125,0.58544921875,0.45849609375,0.40380859375,0.87574050146
1369,0.93701171875,0.06982421875,0.30908203125,0.72314453125,0.40283203125,0.71630859375,0.11767578125,0.33544921875,0.70849609375,0.15380859375,0.87415303346
1370,0.43701171875,0.56982421875,0.80908203125,0.22314453125,0.90283203125,0.21630859375,0.61767578125,0.83544921875,0.20849609375,0.65380859375,0.90373707131
1371,0.31201171875,0.19482421875,0.18408203125,0.84814453125,0.27783203125,0.09130859375,0.99267578125,0.71044921875,0.83349609375,0.02880859375,0.84989619481
1372,0.81201171875,0.69482421875,0.68408203125,0.34814453125,0.77783203125,0.59130859375,0.49267578125,0.21044921875,0.33349609375,0.52880859375,0.91035031058
1373,0.56201171875,0.44482421875,0.93408203125,0.59814453125,0.52783203125,0.34130859375,0.24267578125,0.96044921875,0.58349609375,0.77880859375,0.90521939343
1374,0.06201171875,0.94482421875,0.43408203125,0.09814453125,0.02783203125,0.84130859375,0.74267578125,0.46044921875,0.08349609375,0.27880859375,0.79938547139
1375,0.04638671875,0.24169921875,0.60595703125,0.70751953125,0.79345703125,0.23193359375,0.00830078125,0.56982421875,0.59912109375,0.57568359375,0.87318079644
1376,0.54638671875,0.74169921875,0.10595703125,0.20751953125,0.29345703125,0.73193359375,0.50830078125,0.06982421875,0.09912109375,0.07568359375,0.83903057376
1377,0.79638671875,0.49169921875,0.35595703125,0.95751953125,0.04345703125,0.48193359375,0.75830078125,0.81982421875,0.84912109375,0.32568359375,0.8823498405
1378,0.29638671875,0.99169921875,0.85595703125,0.45751953125,0.54345703125,0.98193359375,0.25830078125,0.31982421875,0.34912109375,0.82568359375,0.86733082527
1379,0.42138671875,0.36669921875,0.23095703125,0.58251953125,0.16845703125,0.85693359375,0.13330078125,0.19482421875,0.72412109375,0.45068359375,0.82658799845
1380,0.92138671875,0.86669921875,0.73095703125,0.08251953125,0.66845703125,0.35693359375,0.63330078125,0.69482421875,0.22412109375,0.95068359375,0.9242105012
1381,0.67138671875,0.11669921875,0.98095703125,0.83251953125,0.91845703125,0.60693359375,0.88330078125,0.44482421875,0.97412109375,0.70068359375,0.89779788392
1382,0.17138671875,0.61669921875,0.48095703125,0.33251953125,0.41845703125,0.10693359375,0.38330078125,0.94482421875,0.47412109375,0.20068359375,0.87135284024
1383,0.23388671875,0.42919921875,0.79345703125,0.02001953125,0.35595703125,0.04443359375,0.07080078125,0.38232421875,0.66162109375,0.51318359375,0.8668371892
1384,0.73388671875,0.92919921875,0.29345703125,0.52001953125,0.85595703125,0.54443359375,0.57080078125,0.88232421875,0.16162109375,0.01318359375,0.9223656823
1385,0.98388671875,0.17919921875,0.04345703125,0.27001953125,0.60595703125,0.29443359375,0.82080078125,0.13232421875,0.91162109375,0.26318359375,0.87339333194
1386,0.48388671875,0.67919921875,0.54345703125,0.77001953125,0.10595703125,0.79443359375,0.32080078125,0.63232421875,0.41162109375,0.76318359375,0.86186955511
1387,0.35888671875,0.05419921875,0.41845703125,0.14501953125,0.73095703125,0.91943359375,0.19580078125,0.75732421875,0.53662109375,0.38818359375,0.81112978428
1388,0.85888671875,0.55419921875,0.91845703125,0.64501953125,0.23095703125,0.41943359375,0.69580078125,0.25732421875,0.03662109375,0.88818359375,0.9153071286
1389,0.60888671875,0.30419921875,0.66845703125,0.39501953125,0.48095703125,0.66943359375,0.94580078125,0.50732421875,0.78662109375,0.63818359375,0.85515907285
1390,0.10888671875,0.80419921875,0.16845703125,0.89501953125,0.98095703125,0.16943359375,0.44580078125,0.00732421875,0.28662109375,0.13818359375,0.90364709962
1391,0.07763671875,0.27294921875,0.26220703125,0.86376953125,0.51220703125,0.38818359375,0.53955078125,0.28857421875,0.31787109375,0.98193359375,0.84230360483
1392,0.57763671875,0.77294921875,0.76220703125,0.36376953125,0.01220703125,0.88818359375,0.03955078125,0.78857421875,0.81787109375,0.48193359375,0.86166569623
1393,0.82763671875,0.02294921875,0.51220703125,0.61376953125,0.26220703125,0.13818359375,0.28955078125,0.03857421875,0.06787109375,0.23193359375,0.89074012271
1394,0.32763671875,0.52294921875,0.01220703125,0.11376953125,0.76220703125,0.63818359375,0.78955078125,0.53857421875,0.56787109375,0.73193359375,0.82353523864
1395,0.45263671875,0.14794921875,0.88720703125,0.98876953125,0.38720703125,0.51318359375,0.66455078125,0.91357421875,0.44287109375,0.10693359375,0.88750651905
1396,0.95263671875,0.64794921875,0.38720703125,0.48876953125,0.88720703125,0.01318359375,0.16455078125,0.41357421875,0.94287109375,0.60693359375,0.94154186486
1397,0.70263671875,0.39794921875,0.13720703125,0.73876953125,0.63720703125,0.76318359375,0.41455078125,0.66357421875,0.19287109375,0.85693359375,0.86360462215
1398,0.20263671875,0.89794921875,0.63720703125,0.23876953125,0.13720703125,0.26318359375,0.91455078125,0.16357421875,0.69287109375,0.35693359375,0.86793664527
1399,0.14013671875,0.08544921875,0.07470703125,0.42626953125,0.07470703125,0.32568359375,0.60205078125,0.72607421875,0.38037109375,0.91943359375,0.79630881313
1400,0.64013671875,0.58544921875,0.57470703125,0.92626953125,0.57470703125,0.82568359375,0.10205078125,0.22607421875,0.88037109375,0.41943359375,0.89618716118
1401,0.89013671875,0.33544921875,0.82470703125,0.17626953125,0.82470703125,0.07568359375,0.35205078125,0.97607421875,0.13037109375,0.16943359375,0.93156858061
1402,0.39013671875,0.83544921875,0.32470703125,0.67626953125,0.32470703125,0.57568359375,0.85205078125,0.47607421875,0.63037109375,0.66943359375,0.86803045443
1403,0.26513671875,0.46044921875,0.69970703125,0.30126953125,0.94970703125,0.70068359375,0.72705078125,0.10107421875,0.25537109375,0.04443359375,0.85273348192
1404,0.76513671875,0.96044921875,0.19970703125,0.80126953125,0.44970703125,0.20068359375,0.22705078125,0.60107421875,0.75537109375,0.54443359375,0.92739851089
1405,0.51513671875,0.21044921875,0.44970703125,0.05126953125,0.19970703125,0.95068359375,0.47705078125,0.35107421875,0.00537109375,0.79443359375,0.79582104087
1406,0.01513671875,0.71044921875,0.94970703125,0.55126953125,0.69970703125,0.45068359375,0.97705078125,0.85107421875,0.50537109375,0.29443359375,0.87714580067
1407,0.01123046875,0.29248046875,0.73486328125,0.11767578125,0.24267578125,0.16552734375,0.34033203125,0.94873046875,0.53271484375,0.32177734375,0.83652109727
1408,0.51123046875,0.79248046875,0.23486328125,0.61767578125,0.74267578125,0.66552734375,0.84033203125,0.44873046875,0.03271484375,0.82177734375,0.87858072738
1409,0.76123046875,0.04248046875,0.48486328125,0.36767578125,0.99267578125,0.41552734375,0.59033203125,0.69873046875,0.78271484375,0.57177734375,0.87924234017
1410,0.26123046875,0.54248046875,0.98486328125,0.86767578125,0.49267578125,0.91552734375,0.09033203125,0.19873046875,0.28271484375,0.07177734375,0.87919889487
1411,0.38623046875,0.16748046875,0.10986328125,0.24267578125,0.86767578125,0.79052734375,0.46533203125,0.32373046875,0.65771484375,0.69677734375,0.81479866065
1412,0.88623046875,0.66748046875,0.60986328125,0.74267578125,0.36767578125,0.29052734375,0.96533203125,0.82373046875,0.15771484375,0.19677734375,0.92972669108
1413,0.63623046875,0.41748046875,0.85986328125,0.49267578125,0.11767578125,0.54052734375,0.71533203125,0.07373046875,0.90771484375,0.44677734375,0.87514617013
1414,0.13623046875,0.91748046875,0.35986328125,0.99267578125,0.61767578125,0.04052734375,0.21533203125,0.57373046875,0.40771484375,0.94677734375,0.9091096113
1415,0.19873046875,0.10498046875,0.92236328125,0.68017578125,0.68017578125,0.10302734375,0.27783203125,0.01123046875,0.72021484375,0.25927734375,0.88969100353
1416,0.69873046875,0.60498046875,0.42236328125,0.18017578125,0.18017578125,0.60302734375,0.77783203125,0.51123046875,0.22021484375,0.75927734375,0.85824318094
1417,0.94873046875,0.35498046875,0.17236328125,0.93017578125,0.43017578125,0.35302734375,0.52783203125,0.26123046875,0.97021484375,0.50927734375,0.90177690804
1418,0.44873046875,0.85498046875,0.67236328125,0.43017578125,0.93017578125,0.85302734375,0.02783203125,0.76123046875,0.47021484375,0.00927734375,0.89589431099
1419,0.32373046875,0.47998046875,0.29736328125,0.55517578125,0.30517578125,0.97802734375,0.40283203125,0.63623046875,0.59521484375,0.63427734375,0.81371057513
1420,0.82373046875,0.97998046875,0.79736328125,0.05517578125,0.80517578125,0.47802734375,0.90283203125,0.13623046875,0.09521484375,0.13427734375,0.92587250077
1421,0.57373046875,0.22998046875,0.54736328125,0.80517578125,0.55517578125,0.72802734375,0.65283203125,0.88623046875,0.84521484375,0.38427734375,0.86094783886
1422,0.07373046875,0.72998046875,0.04736328125,0.30517578125,0.05517578125,0.22802734375,0.15283203125,0.38623046875,0.34521484375,0.88427734375,0.83059186159
1423,0.10498046875,0.19873046875,0.39111328125,0.46142578125,0.46142578125,0.44677734375,0.87158203125,0.16748046875,0.25146484375,0.22802734375,0.82834634148
1424,0.60498046875,0.69873046875,0.89111328125,0.96142578125,0.96142578125,0.94677734375,0.37158203125,0.66748046875,0.75146484375,0.72802734375,0.91066701325
1425,0.85498046875,0.44873046875,0.64111328125,0.21142578125,0.71142578125,0.19677734375,0.12158203125,0.41748046875,0.00146484375,0.97802734375,0.91387697931
1426,0.35498046875,0.94873046875,0.14111328125,0.71142578125,0.21142578125,0.69677734375,0.62158203125,0.91748046875,0.50146484375,0.47802734375,0.85756339543
1427,0.47998046875,0.32373046875,0.76611328125,0.33642578125,0.58642578125,0.57177734375,0.99658203125,0.54248046875,0.37646484375,0.85302734375,0.86266215898
1428,0.97998046875,0.82373046875,0.26611328125,0.83642578125,0.08642578125,0.07177734375,0.49658203125,0.04248046875,0.87646484375,0.35302734375,0.9289917667
1429,0.72998046875,0.07373046875,0.01611328125,0.08642578125,0.33642578125,0.82177734375,0.24658203125,0.79248046875,0.12646484375,0.10302734375,0.81208622899
1430,0.22998046875,0.57373046875,0.51611328125,0.58642578125,0.83642578125,0.32177734375,0.74658203125,0.29248046875,0.62646484375,0.60302734375,0.88238639178
1431,0.16748046875,0.38623046875,0.20361328125,0.77392578125,0.89892578125,0.25927734375,0.80908203125,0.85498046875,0.43896484375,0.16552734375,0.87019451911
1432,0.66748046875,0.88623046875,0.70361328125,0.27392578125,0.39892578125,0.75927734375,0.30908203125,0.35498046875,0.93896484375,0.66552734375,0.882216083
1433,0.91748046875,0.13623046875,0.95361328125,0.52392578125,0.14892578125,0.00927734375,0.05908203125,0.60498046875,0.18896484375,0.91552734375,0.9150509889
1434,0.41748046875,0.63623046875,0.45361328125,0.02392578125,0.64892578125,0.50927734375,0.55908203125,0.10498046875,0.68896484375,0.41552734375,0.85899752937
1435,0.29248046875,0.01123046875,0.57861328125,0.89892578125,0.02392578125,0.63427734375,0.93408203125,0.47998046875,0.31396484375,0.79052734375,0.82352851709
1436,0.79248046875,0.51123046875,0.07861328125,0.39892578125,0.52392578125,0.13427734375,0.43408203125,0.97998046875,0.81396484375,0.29052734375,0.88764156002
1437,0.54248046875,0.26123046875,0.32861328125,0.64892578125,0.77392578125,0.88427734375,0.18408203125,0.22998046875,0.06396484375,0.04052734375,0.85724188901
1438,0.04248046875,0.76123046875,0.82861328125,0.14892578125,0.27392578125,0.38427734375,0.68408203125,0.72998046875,0.56396484375,0.54052734375,0.85171737932
1439,0.05810546875,0.05810546875,0.12548828125,0.53955078125,0.53955078125,0.55615234375,0.07470703125,0.37060546875,0.11083984375,0.36865234375,0.81729206966
1440,0.55810546875,0.55810546875,0.62548828125,0.03955078125,0.03955078125,0.05615234375,0.57470703125,0.87060546875,0.61083984375,0.86865234375,0.86185749606
1441,0.80810546875,0.30810546875,0.87548828125,0.78955078125,0.28955078125,0.80615234375,0.82470703125,0.12060546875,0.36083984375,0.61865234375,0.8737275557
1442,0.30810546875,0.80810546875,0.37548828125,0.28955078125,0.78955078125,0.30615234375,0.32470703125,0.62060546875,0.86083984375,0.11865234375,0.88764395803
1443,0.43310546875,0.43310546875,0.50048828125,0.66455078125,0.41455078125,0.43115234375,0.19970703125,0.99560546875,0.23583984375,0.74365234375,0.87620403339
1444,0.93310546875,0.93310546875,0.00048828125,0.16455078125,0.91455078125,0.93115234375,0.69970703125,0.49560546875,0.73583984375,0.24365234375,0.87531671839
1445,0.68310546875,0.18310546875,0.25048828125,0.91455078125,0.66455078125,0.18115234375,0.94970703125,0.74560546875,0.48583984375,0.49365234375,0.89093824456
1446,0.18310546875,0.68310546875,0.75048828125,0.41455078125,0.16455078125,0.68115234375,0.44970703125,0.24560546875,0.98583984375,0.99365234375,0.8395257859
1447,0.24560546875,0.37060546875,0.43798828125,0.22705078125,0.10205078125,0.74365234375,0.01220703125,0.68310546875,0.17333984375,0.30615234375,0.82047490085
1448,0.74560546875,0.87060546875,0.93798828125,0.72705078125,0.60205078125,0.24365234375,0.51220703125,0.18310546875,0.67333984375,0.80615234375,0.94887901016
1449,0.99560546875,0.12060546875,0.68798828125,0.47705078125,0.85205078125,0.99365234375,0.76220703125,0.93310546875,0.42333984375,0.55615234375,0.85663622819
1450,0.49560546875,0.62060546875,0.18798828125,0.97705078125,0.35205078125,0.49365234375,0.26220703125,0.43310546875,0.92333984375,0.05615234375,0.88625238405
1451,0.37060546875,0.24560546875,0.81298828125,0.10205078125,0.97705078125,0.36865234375,0.13720703125,0.05810546875,0.04833984375,0.68115234375,0.87849622659
1452,0.87060546875,0.74560546875,0.31298828125,0.60205078125,0.47705078125,0.86865234375,0.63720703125,0.55810546875,0.54833984375,0.18115234375,0.88467366336
1453,0.62060546875,0.49560546875,0.06298828125,0.35205078125,0.22705078125,0.11865234375,0.88720703125,0.30810546875,0.29833984375,0.43115234375,0.86675521971
1454,0.12060546875,0.99560546875,0.56298828125,0.85205078125,0.72705078125,0.61865234375,0.38720703125,0.80810546875,0.79833984375,0.93115234375,0.88445732138
1455,0.08935546875,0.46435546875,0.96923828125,0.88330078125,0.75830078125,0.83740234375,0.60595703125,0.52685546875,0.82958984375,0.21240234375,0.86836988143
1456,0.58935546875,0.96435546875,0.46923828125,0.38330078125,0.25830078125,0.33740234375,0.10595703125,0.02685546875,0.32958984375,0.71240234375,0.89891009503
1457,0.83935546875,0.21435546875,0.21923828125,0.63330078125,0.00830078125,0.58740234375,0.35595703125,0.77685546875,0.57958984375,0.96240234375,0.84775912916
1458,0.33935546875,0.71435546875,0.71923828125,0.13330078125,0.50830078125,0.08740234375,0.85595703125,0.27685546875,0.07958984375,0.46240234375,0.89238700311
1459,0.46435546875,0.08935546875,0.34423828125,0.75830078125,0.13330078125,0.21240234375,0.73095703125,0.15185546875,0.95458984375,0.83740234375,0.84676087129
1460,0.96435546875,0.58935546875,0.84423828125,0.25830078125,0.63330078125,0.71240234375,0.23095703125,0.65185546875,0.45458984375,0.33740234375,0.91073440711
1461,0.71435546875,0.33935546875,0.59423828125,0.50830078125,0.88330078125,0.46240234375,0.48095703125,0.40185546875,0.70458984375,0.08740234375,0.90402436457
1462,0.21435546875,0.83935546875,0.09423828125,0.00830078125,0.38330078125,0.96240234375,0.98095703125,0.90185546875,0.20458984375,0.58740234375,0.76876912421
1463,0.15185546875,0.15185546875,0.65673828125,0.32080078125,0.32080078125,0.89990234375,0.54345703125,0.46435546875,0.89208984375,0.14990234375,0.79886174151
1464,0.65185546875,0.65185546875,0.15673828125,0.82080078125,0.82080078125,0.39990234375,0.04345703125,0.96435546875,0.39208984375,0.64990234375,0.91126493157
1465,0.90185546875,0.40185546875,0.40673828125,0.07080078125,0.57080078125,0.64990234375,0.29345703125,0.21435546875,0.64208984375,0.89990234375,0.86507819823
1466,0.40185546875,0.90185546875,0.90673828125,0.57080078125,0.07080078125,0.14990234375,0.79345703125,0.71435546875,0.14208984375,0.39990234375,0.91088009821
1467,0.27685546875,0.27685546875,0.03173828125,0.44580078125,0.69580078125,0.02490234375,0.66845703125,0.83935546875,0.76708984375,0.77490234375,0.84204701381
1468,0.77685546875,0.77685546875,0.53173828125,0.94580078125,0.19580078125,0.52490234375,0.16845703125,0.33935546875,0.26708984375,0.27490234375,0.91867906342
1469,0.52685546875,0.02685546875,0.78173828125,0.19580078125,0.44580078125,0.27490234375,0.41845703125,0.58935546875,0.51708984375,0.02490234375,0.86870179588
1470,0.02685546875,0.52685546875,0.28173828125,0.69580078125,0.94580078125,0.77490234375,0.91845703125,0.08935546875,0.01708984375,0.52490234375,0.82577136582
1471,0.01904296875,0.17529296875,0.80517578125,0.81298828125,0.03173828125,0.95458984375,0.19189453125,0.25341796875,0.71240234375,0.04833984375,0.81473068827
1472,0.51904296875,0.67529296875,0.30517578125,0.31298828125,0.53173828125,0.45458984375,0.69189453125,0.75341796875,0.21240234375,0.54833984375,0.87432340687
1473,0.76904296875,0.42529296875,0.05517578125,0.56298828125,0.78173828125,0.70458984375,0.94189453125,0.00341796875,0.96240234375,0.79833984375,0.85890214731
1474,0.26904296875,0.92529296875,0.55517578125,0.06298828125,0.28173828125,0.20458984375,0.44189453125,0.50341796875,0.46240234375,0.29833984375,0.87655138376
1475,0.39404296875,0.30029296875,0.43017578125,0.93798828125,0.90673828125,0.07958984375,0.06689453125,0.87841796875,0.58740234375,0.92333984375,0.90425629962
1476,0.89404296875,0.80029296875,0.93017578125,0.43798828125,0.40673828125,0.57958984375,0.56689453125,0.37841796875,0.08740234375,0.42333984375,0.92382423826
1477,0.64404296875,0.05029296875,0.68017578125,0.68798828125,0.15673828125,0.32958984375,0.81689453125,0.62841796875,0.83740234375,0.17333984375,0.8684145093
1478,0.14404296875,0.55029296875,0.18017578125,0.18798828125,0.65673828125,0.82958984375,0.31689453125,0.12841796875,0.33740234375,0.67333984375,0.81651505145
1479,0.20654296875,0.48779296875,0.61767578125,0.37548828125,0.59423828125,0.76708984375,0.12939453125,0.69091796875,0.52490234375,0.11083984375,0.85038854934
1480,0.70654296875,0.98779296875,0.11767578125,0.87548828125,0.09423828125,0.26708984375,0.62939453125,0.19091796875,0.02490234375,0.61083984375,0.90788789136
1481,0.95654296875,0.23779296875,0.36767578125,0.12548828125,0.34423828125,0.51708984375,0.87939453125,0.94091796875,0.77490234375,0.86083984375,0.84038237383
1482,0.45654296875,0.73779296875,0.86767578125,0.62548828125,0.84423828125,0.01708984375,0.37939453125,0.44091796875,0.27490234375,0.36083984375,0.94295143758
1483,0.33154296875,0.11279296875,0.24267578125,0.25048828125,0.46923828125,0.14208984375,0.00439453125,0.06591796875,0.64990234375,0.98583984375,0.83874138199
1484,0.83154296875,0.61279296875,0.74267578125,0.75048828125,0.96923828125,0.64208984375,0.50439453125,0.56591796875,0.14990234375,0.48583984375,0.93185052221
1485,0.58154296875,0.36279296875,0.99267578125,0.00048828125,0.71923828125,0.39208984375,0.75439453125,0.31591796875,0.89990234375,0.23583984375,0.8863244938
1486,0.08154296875,0.86279296875,0.49267578125,0.50048828125,0.21923828125,0.89208984375,0.25439453125,0.81591796875,0.39990234375,0.73583984375,0.83148098184
1487,0.11279296875,0.33154296875,0.08642578125,0.71923828125,0.25048828125,0.67333984375,0.72314453125,0.59716796875,0.49365234375,0.39208984375,0.81021402989
1488,0.61279296875,0.83154296875,0.58642578125,0.21923828125,0.75048828125,0.17333984375,0.22314453125,0.09716796875,0.99365234375,0.89208984375,0.9120448096
1489,0.86279296875,0.08154296875,0.83642578125,0.96923828125,0.50048828125,0.92333984375,0.47314453125,0.84716796875,0.24365234375,0.64208984375,0.88384184687
1490,0.36279296875,0.58154296875,0.33642578125,0.46923828125,0.00048828125,0.42333984375,0.97314453125,0.34716796875,0.74365234375,0.14208984375,0.84668238701
1491,0.48779296875,0.20654296875,0.71142578125,0.59423828125,0.62548828125,0.29833984375,0.59814453125,0.22216796875,0.36865234375,0.51708984375,0.88691671661
1492,0.98779296875,0.70654296875,0.21142578125,0.09423828125,0.12548828125,0.79833984375,0.09814453125,0.72216796875,0.86865234375,0.01708984375,0.86306295493
1493,0.73779296875,0.45654296875,0.46142578125,0.84423828125,0.37548828125,0.04833984375,0.34814453125,0.47216796875,0.11865234375,0.26708984375,0.9229111529
1494,0.23779296875,0.95654296875,0.96142578125,0.34423828125,0.87548828125,0.54833984375,0.84814453125,0.97216796875,0.61865234375,0.76708984375,0.88975844854
1495,0.17529296875,0.01904296875,0.27392578125,0.03173828125,0.81298828125,0.61083984375,0.66064453125,0.40966796875,0.30615234375,0.45458984375,0.80491363326
1496,0.67529296875,0.51904296875,0.77392578125,0.53173828125,0.31298828125,0.11083984375,0.16064453125,0.90966796875,0.80615234375,0.95458984375,0.90496767547
1497,0.92529296875,0.26904296875,0.52392578125,0.28173828125,0.06298828125,0.86083984375,0.41064453125,0.15966796875,0.05615234375,0.70458984375,0.84238139684
1498,0.42529296875,0.76904296875,0.02392578125,0.78173828125,0.56298828125,0.36083984375,0.91064453125,0.65966796875,0.55615234375,0.20458984375,0.88224530798
1499,0.30029296875,0.39404296875,0.89892578125,0.15673828125,0.18798828125,0.48583984375,0.53564453125,0.78466796875,0.43115234375,0.57958984375,0.84797495789
1500,0.80029296875,0.89404296875,0.39892578125,0.65673828125,0.68798828125,0.98583984375,0.03564453125,0.28466796875,0.93115234375,0.07958984375,0.89649521286
1501,0.55029296875,0.14404296875,0.14892578125,0.40673828125,0.93798828125,0.23583984375,0.28564453125,0.53466796875,0.18115234375,0.32958984375,0.87714326162
1502,0.05029296875,0.64404296875,0.64892578125,0.90673828125,0.43798828125,0.73583984375,0.78564453125,0.03466796875,0.68115234375,0.82958984375,0.84652896542
1503,0.03466796875,0.40966796875,0.32080078125,0.26611328125,0.73486328125,0.31396484375,0.45751953125,0.92529296875,0.13427734375,0.00146484375,0.85147469167
1504,0.53466796875,0.90966796875,0.82080078125,0.76611328125,0.23486328125,0.81396484375,0.95751953125,0.42529296875,0.63427734375,0.50146484375,0.88753857952
1505,0.78466796875,0.15966796875,0.57080078125,0.01611328125,0.48486328125,0.06396484375,0.70751953125,0.67529296875,0.38427734375,0.75146484375,0.87491093634
1506,0.28466796875,0.65966796875,0.07080078125,0.51611328125,0.98486328125,0.56396484375,0.20751953125,0.17529296875,0.88427734375,0.25146484375,0.86920222653
1507,0.40966796875,0.03466796875,0.94580078125,0.39111328125,0.35986328125,0.68896484375,0.33251953125,0.30029296875,0.00927734375,0.87646484375,0.84291869575
1508,0.90966796875,0.53466796875,0.44580078125,0.89111328125,0.85986328125,0.18896484375,0.83251953125,0.80029296875,0.50927734375,0.37646484375,0.94020675929
